"product_group","product_name","sales_sep_k_rub","cogs_sep_k_rub","margin_sep_k_rub","margin_share_pct","cum_margin_share_pct","abc_category"
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 69,1.26735,0.85400,0.41335,0.02,97.09,C
Молочные продукты,Молочные продукты 124,1.53769,1.12462,0.41307,0.02,97.11,C
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 56,1.37572,0.96335,0.41237,0.02,97.12,C
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 55,1.79572,1.38336,0.41236,0.02,97.14,C
Молочные продукты,Молочные продукты 399,2.43448,2.02369,0.41079,0.02,97.15,C
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 83,1.39851,0.98800,0.41051,0.02,97.17,C
Молочные продукты,Молочные продукты 55,1.03017,0.62074,0.40943,0.02,97.18,C
Мясо и мясопродукты,Мясо и мясопродукты 310,1.35127,0.94248,0.40879,0.02,97.20,C
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 29,1.27135,0.86370,0.40765,0.02,97.21,C
Молочные продукты,Молочные продукты 593,1.20491,0.79821,0.40670,0.02,97.23,C
Мясо и мясопродукты,Мясо и мясопродукты 350,1.23815,0.83272,0.40543,0.02,97.24,C
Мясо и мясопродукты,Мясо и мясопродукты 309,1.00988,0.60480,0.40508,0.02,97.26,C
Овощи и фрукты,Овощи и фрукты 172,1.21397,0.81000,0.40397,0.02,97.27,C
Производство,Производство 106,2.92500,2.52144,0.40356,0.01,97.29,C
Молочные продукты,Молочные продукты 17,1.35973,0.95744,0.40229,0.01,97.30,C
Молочные продукты,Молочные продукты 125,1.59065,1.18934,0.40131,0.01,97.32,C
Овощи и фрукты,Овощи и фрукты 296,1.01802,0.61800,0.40002,0.01,97.33,C
Молочные продукты,Молочные продукты 691,1.16686,0.76875,0.39811,0.01,97.35,C
Мясо и мясопродукты,Мясо и мясопродукты 199,0.78274,0.38577,0.39697,0.01,97.36,C
Молочные продукты,Молочные продукты 631,0.99690,0.60000,0.39690,0.01,97.38,C
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 317,2.25826,1.86200,0.39626,0.01,97.39,C
Производство,Производство 67,0.74778,0.35156,0.39622,0.01,97.41,C
Молочные продукты,Молочные продукты 132,1.86768,1.47213,0.39555,0.01,97.42,C
Мясо и мясопродукты,Мясо и мясопродукты 345,1.34810,0.95520,0.39290,0.01,97.44,C
Овощи и фрукты,Овощи и фрукты 308,1.11714,0.72426,0.39288,0.01,97.45,C
Овощи и фрукты,Овощи и фрукты 338,1.84973,1.45685,0.39288,0.01,97.46,C
Молочные продукты,Молочные продукты 636,1.65190,1.25938,0.39252,0.01,97.48,C
Мясо и мясопродукты,Мясо и мясопродукты 211,0.90450,0.51456,0.38994,0.01,97.49,C
Молочные продукты,Молочные продукты 541,2.52695,2.14144,0.38551,0.01,97.51,C
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 194,0.88746,0.50236,0.38510,0.01,97.52,C
Молочные продукты,Молочные продукты 123,1.41174,1.02748,0.38426,0.01,97.54,C
Мясо и мясопродукты,Мясо и мясопродукты 396,1.09336,0.70967,0.38369,0.01,97.55,C
Молочные продукты,Молочные продукты 678,1.89468,1.51136,0.38332,0.01,97.56,C
Овощи и фрукты,Овощи и фрукты 212,1.14381,0.76050,0.38331,0.01,97.58,C
Молочные продукты,Молочные продукты 42,2.02915,1.64604,0.38311,0.01,97.59,C
Молочные продукты,Молочные продукты 163,2.51317,2.13028,0.38289,0.01,97.61,C
Мясо и мясопродукты,Мясо и мясопродукты 119,1.11905,0.73658,0.38247,0.01,97.62,C
Овощи и фрукты,Овощи и фрукты 83,4.15053,3.77104,0.37949,0.01,97.64,C
Молочные продукты,Молочные продукты 563,0.90196,0.52412,0.37784,0.01,97.65,C
Овощи и фрукты,Овощи и фрукты 90,1.04298,0.66600,0.37698,0.01,97.66,C
Мясо и мясопродукты,Мясо и мясопродукты 144,1.26056,0.88363,0.37693,0.01,97.68,C
Молочные продукты,Молочные продукты 114,1.76510,1.38950,0.37560,0.01,97.69,C
Молочные продукты,Молочные продукты 676,1.69274,1.31746,0.37528,0.01,97.71,C
Овощи и фрукты,Овощи и фрукты 106,0.88420,0.50904,0.37516,0.01,97.72,C
Овощи и фрукты,Овощи и фрукты 311,1.04110,0.66600,0.37510,0.01,97.73,C
Овощи и фрукты,Овощи и фрукты 164,0.90400,0.52892,0.37508,0.01,97.75,C
Молочные продукты,Молочные продукты 481,1.72666,1.35273,0.37393,0.01,97.76,C
Молочные продукты,Молочные продукты 111,1.05379,0.68002,0.37377,0.01,97.78,C
Мясо и мясопродукты,Мясо и мясопродукты 36,0.80708,0.43354,0.37354,0.01,97.79,C
Овощи и фрукты,Овощи и фрукты 196,1.12371,0.75120,0.37251,0.01,97.80,C
Мясо и мясопродукты,Мясо и мясопродукты 12,1.33127,0.95904,0.37223,0.01,97.82,C
Мясо и мясопродукты,Мясо и мясопродукты 371,1.06204,0.68992,0.37212,0.01,97.83,C
Мясо и мясопродукты,Мясо и мясопродукты 179,0.83240,0.46038,0.37202,0.01,97.84,C
Овощи и фрукты,Овощи и фрукты 160,0.97799,0.60606,0.37193,0.01,97.86,C
Молочные продукты,Молочные продукты 448,2.10154,1.72988,0.37166,0.01,97.87,C
Молочные продукты,Молочные продукты 360,2.86565,2.49422,0.37143,0.01,97.89,C
Молочные продукты,Молочные продукты 721,1.71696,1.34757,0.36939,0.01,97.90,C
Мясо и мясопродукты,Мясо и мясопродукты 222,0.77300,0.40637,0.36663,0.01,97.91,C
Мясо и мясопродукты,Мясо и мясопродукты 357,2.06529,1.70100,0.36429,0.01,97.93,C
Молочные продукты,Молочные продукты 748,1.23974,0.87607,0.36367,0.01,97.94,C
Молочные продукты,Молочные продукты 221,2.22138,1.85817,0.36321,0.01,97.95,C
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 38,1.73191,1.36926,0.36265,0.01,97.97,C
Молочные продукты,Молочные продукты 24,1.31315,0.95122,0.36193,0.01,97.98,C
Молочные продукты,Молочные продукты 558,0.83339,0.47192,0.36147,0.01,97.99,C
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 3,1.07862,0.72039,0.35823,0.01,98.01,C
Молочные продукты,Молочные продукты 159,1.17492,0.81792,0.35700,0.01,98.02,C
Молочные продукты,Молочные продукты 494,2.24263,1.88744,0.35519,0.01,98.03,C
Молочные продукты,Молочные продукты 362,2.46507,2.11022,0.35485,0.01,98.05,C
Молочные продукты,Молочные продукты 108,1.45395,1.10070,0.35325,0.01,98.06,C
Мясо и мясопродукты,Мясо и мясопродукты 311,0.89489,0.54318,0.35171,0.01,98.07,C
Овощи и фрукты,Овощи и фрукты 221,0.89020,0.54045,0.34975,0.01,98.09,C
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 42,1.58423,1.23500,0.34923,0.01,98.10,C
Молочные продукты,Молочные продукты 711,2.40207,2.05296,0.34911,0.01,98.11,C
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 279,1.12385,0.77490,0.34895,0.01,98.13,C
Овощи и фрукты,Овощи и фрукты 38,0.88587,0.53724,0.34863,0.01,98.14,C
Молочные продукты,Молочные продукты 379,0.76581,0.41762,0.34819,0.01,98.15,C
Овощи и фрукты,Овощи и фрукты 365,0.86588,0.51888,0.34700,0.01,98.16,C
Молочные продукты,Молочные продукты 367,1.03372,0.68760,0.34612,0.01,98.18,C
Молочные продукты,Молочные продукты 158,1.31478,0.96876,0.34602,0.01,98.19,C
Молочные продукты,Молочные продукты 126,1.45259,1.10843,0.34416,0.01,98.20,C
Молочные продукты,Молочные продукты 509,10.79272,10.44887,0.34385,0.01,98.22,C
Молочные продукты,Молочные продукты 319,0.88895,0.54750,0.34145,0.01,98.23,C
Молочные продукты,Молочные продукты 377,0.76293,0.42413,0.33880,0.01,98.24,C
Мясо и мясопродукты,Мясо и мясопродукты 27,0.89796,0.56146,0.33650,0.01,98.25,C
Молочные продукты,Молочные продукты 106,1.28770,0.95185,0.33585,0.01,98.27,C
Овощи и фрукты,Овощи и фрукты 11,0.89306,0.55728,0.33578,0.01,98.28,C
Овощи и фрукты,Овощи и фрукты 200,0.81629,0.48160,0.33469,0.01,98.29,C
Молочные продукты,Молочные продукты 577,2.41275,2.07818,0.33457,0.01,98.30,C
Овощи и фрукты,Овощи и фрукты 145,0.99163,0.65747,0.33416,0.01,98.32,C
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 50,1.28281,0.95200,0.33081,0.01,98.33,C
Овощи и фрукты,Овощи и фрукты 65,2.35281,2.02239,0.33042,0.01,98.34,C
Молочные продукты,Молочные продукты 102,1.31266,0.98293,0.32973,0.01,98.35,C
Овощи и фрукты,Овощи и фрукты 128,0.80759,0.47911,0.32848,0.01,98.36,C
Мясо и мясопродукты,Мясо и мясопродукты 93,0.77771,0.45005,0.32766,0.01,98.38,C
Мясо и мясопродукты,Мясо и мясопродукты 293,0.54501,0.21793,0.32708,0.01,98.39,C
Овощи и фрукты,Овощи и фрукты 312,0.66150,0.33545,0.32605,0.01,98.40,C
Молочные продукты,Молочные продукты 313,1.10586,0.78099,0.32487,0.01,98.41,C
Молочные продукты,Молочные продукты 568,0.97647,0.65184,0.32463,0.01,98.43,C
Молочные продукты,Молочные продукты 28,1.94562,1.62184,0.32378,0.01,98.44,C
Мясо и мясопродукты,Мясо и мясопродукты 352,0.71551,0.39189,0.32362,0.01,98.45,C
Молочные продукты,Молочные продукты 345,1.43247,1.11021,0.32226,0.01,98.46,C
Овощи и фрукты,Овощи и фрукты 181,0.55599,0.23400,0.32199,0.01,98.47,C
Овощи и фрукты,Овощи и фрукты 142,0.79184,0.47040,0.32144,0.01,98.49,C
Овощи и фрукты,Овощи и фрукты 178,0.61988,0.30056,0.31932,0.01,98.50,C
Молочные продукты,Молочные продукты 207,0.84785,0.52890,0.31895,0.01,98.51,C
Мясо и мясопродукты,Мясо и мясопродукты 275,0.84441,0.52650,0.31791,0.01,98.52,C
Молочные продукты,Молочные продукты 753,1.69529,1.37808,0.31721,0.01,98.53,C
Молочные продукты,Молочные продукты 668,0.60376,0.28800,0.31576,0.01,98.54,C
Мясо и мясопродукты,Мясо и мясопродукты 6,1.76821,1.45275,0.31546,0.01,98.56,C
Молочные продукты,Молочные продукты 152,1.17905,0.86394,0.31511,0.01,98.57,C
