"product_group","product_name","sales_sep_k_rub","cogs_sep_k_rub","margin_sep_k_rub","margin_share_pct","cum_margin_share_pct","abc_category"
Молочные продукты,Молочные продукты 740,3.19512,2.44300,0.75212,0.03,90.86,B
Производство,Производство 75,2.38428,1.63392,0.75036,0.03,90.89,B
Молочные продукты,Молочные продукты 735,3.23571,2.48713,0.74858,0.03,90.92,B
Мясо и мясопродукты,Мясо и мясопродукты 387,1.88630,1.14019,0.74611,0.03,90.95,B
Молочные продукты,Молочные продукты 149,4.93146,4.18916,0.74230,0.03,90.98,B
Молочные продукты,Молочные продукты 431,3.00522,2.26688,0.73834,0.03,91.00,B
Молочные продукты,Молочные продукты 150,4.97289,4.23624,0.73665,0.03,91.03,B
Молочные продукты,Молочные продукты 39,3.91314,3.17724,0.73590,0.03,91.06,B
Молочные продукты,Молочные продукты 100,2.76131,2.02869,0.73262,0.03,91.09,B
Молочные продукты,Молочные продукты 179,2.76209,2.02956,0.73253,0.03,91.11,B
Овощи и фрукты,Овощи и фрукты 254,2.44183,1.71135,0.73048,0.03,91.14,B
Молочные продукты,Молочные продукты 292,1.87273,1.14264,0.73009,0.03,91.17,B
Молочные продукты,Молочные продукты 430,2.58471,1.85500,0.72971,0.03,91.19,B
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 260,2.78196,2.05700,0.72496,0.03,91.22,B
Мясо и мясопродукты,Мясо и мясопродукты 355,2.94063,2.21650,0.72413,0.03,91.25,B
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 27,3.82242,3.09944,0.72298,0.03,91.27,B
Овощи и фрукты,Овощи и фрукты 366,1.71206,0.99000,0.72206,0.03,91.30,B
Молочные продукты,Молочные продукты 555,2.05811,1.33752,0.72059,0.03,91.33,B
Мясо и мясопродукты,Мясо и мясопродукты 64,1.69793,0.97776,0.72017,0.03,91.35,B
Молочные продукты,Молочные продукты 77,3.13220,2.41338,0.71882,0.03,91.38,B
Молочные продукты,Молочные продукты 464,2.93794,2.21968,0.71826,0.03,91.41,B
Молочные продукты,Молочные продукты 413,2.84361,2.12544,0.71817,0.03,91.44,B
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 128,1.70846,0.99180,0.71666,0.03,91.46,B
Молочные продукты,Молочные продукты 743,2.46119,1.74460,0.71659,0.03,91.49,B
Молочные продукты,Молочные продукты 203,3.49653,2.78124,0.71529,0.03,91.51,B
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 172,3.59928,2.88550,0.71378,0.03,91.54,B
Молочные продукты,Молочные продукты 83,2.90786,2.19663,0.71123,0.03,91.57,B
Молочные продукты,Молочные продукты 506,3.21105,2.50020,0.71085,0.03,91.59,B
Мясо и мясопродукты,Мясо и мясопродукты 232,2.34192,1.63530,0.70662,0.03,91.62,B
Мясо и мясопродукты,Мясо и мясопродукты 348,2.32072,1.61454,0.70618,0.03,91.65,B
Молочные продукты,Молочные продукты 580,3.04226,2.33803,0.70423,0.03,91.67,B
Молочные продукты,Молочные продукты 129,3.88911,3.18879,0.70032,0.03,91.70,B
Овощи и фрукты,Овощи и фрукты 101,1.28374,0.58575,0.69799,0.03,91.72,B
Мясо и мясопродукты,Мясо и мясопродукты 124,2.48367,1.78809,0.69558,0.03,91.75,B
Молочные продукты,Молочные продукты 663,1.53914,0.84360,0.69554,0.03,91.78,B
Овощи и фрукты,Овощи и фрукты 158,1.48655,0.79352,0.69303,0.03,91.80,B
Молочные продукты,Молочные продукты 741,2.35043,1.65880,0.69163,0.03,91.83,B
Молочные продукты,Молочные продукты 33,1.73419,1.04283,0.69136,0.03,91.85,B
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 89,1.66556,0.97590,0.68966,0.03,91.88,B
Овощи и фрукты,Овощи и фрукты 192,1.27160,0.58322,0.68838,0.03,91.90,B
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 188,2.08221,1.39440,0.68781,0.03,91.93,B
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 97,2.44582,1.75968,0.68614,0.03,91.96,B
Овощи и фрукты,Овощи и фрукты 282,7.05470,6.37060,0.68410,0.03,91.98,B
Молочные продукты,Молочные продукты 478,2.25192,1.56900,0.68292,0.03,92.01,B
Мясо и мясопродукты,Мясо и мясопродукты 377,1.54762,0.86795,0.67967,0.03,92.03,B
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 95,2.12732,1.44966,0.67766,0.03,92.06,B
Овощи и фрукты,Овощи и фрукты 130,1.45331,0.77721,0.67610,0.03,92.08,B
Производство,Производство 46,2.43343,1.76300,0.67043,0.02,92.11,B
Молочные продукты,Молочные продукты 575,2.26400,1.59549,0.66851,0.02,92.13,B
Мясо и мясопродукты,Мясо и мясопродукты 282,1.44669,0.77900,0.66769,0.02,92.16,B
Мясо и мясопродукты,Мясо и мясопродукты 285,1.40244,0.73530,0.66714,0.02,92.18,B
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 204,3.81338,3.14768,0.66570,0.02,92.21,B
Молочные продукты,Молочные продукты 400,2.01662,1.35135,0.66527,0.02,92.23,B
Молочные продукты,Молочные продукты 355,4.16353,3.49849,0.66504,0.02,92.26,B
Овощи и фрукты,Овощи и фрукты 14,1.42648,0.76260,0.66388,0.02,92.28,B
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 295,2.92781,2.26457,0.66324,0.02,92.31,B
Молочные продукты,Молочные продукты 121,2.64383,1.98220,0.66163,0.02,92.33,B
Молочные продукты,Молочные продукты 443,2.70758,2.04904,0.65854,0.02,92.35,B
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 105,2.39809,1.73975,0.65834,0.02,92.38,B
Молочные продукты,Молочные продукты 722,2.58317,1.92851,0.65466,0.02,92.40,B
Овощи и фрукты,Овощи и фрукты 86,1.98481,1.33100,0.65381,0.02,92.43,B
Овощи и фрукты,Овощи и фрукты 153,1.31431,0.66143,0.65288,0.02,92.45,B
Овощи и фрукты,Овощи и фрукты 261,3.39049,2.74088,0.64961,0.02,92.48,B
Мясо и мясопродукты,Мясо и мясопродукты 383,2.16447,1.51731,0.64716,0.02,92.50,B
Молочные продукты,Молочные продукты 574,3.11001,2.46439,0.64562,0.02,92.52,B
Производство,Производство 89,1.74935,1.10374,0.64561,0.02,92.55,B
Молочные продукты,Молочные продукты 501,2.47066,1.82700,0.64366,0.02,92.57,B
Молочные продукты,Молочные продукты 259,1.66885,1.02570,0.64315,0.02,92.60,B
Молочные продукты,Молочные продукты 78,3.03922,2.39661,0.64261,0.02,92.62,B
Молочные продукты,Молочные продукты 348,3.77047,3.12810,0.64237,0.02,92.64,B
Молочные продукты,Молочные продукты 31,1.72988,1.08768,0.64220,0.02,92.67,B
Молочные продукты,Молочные продукты 122,3.38066,2.73860,0.64206,0.02,92.69,B
Мясо и мясопродукты,Мясо и мясопродукты 300,2.78048,2.14400,0.63648,0.02,92.71,B
Молочные продукты,Молочные продукты 253,2.60686,1.97064,0.63622,0.02,92.74,B
Мясо и мясопродукты,Мясо и мясопродукты 378,1.71466,1.08111,0.63355,0.02,92.76,B
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 94,1.52261,0.88914,0.63347,0.02,92.79,B
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 185,1.58227,0.95004,0.63223,0.02,92.81,B
Молочные продукты,Молочные продукты 686,2.47761,1.84582,0.63179,0.02,92.83,B
Мясо и мясопродукты,Мясо и мясопродукты 274,2.04483,1.41680,0.62803,0.02,92.86,B
Мясо и мясопродукты,Мясо и мясопродукты 353,1.63107,1.00321,0.62786,0.02,92.88,B
Молочные продукты,Молочные продукты 103,2.26643,1.63863,0.62780,0.02,92.90,B
Молочные продукты,Молочные продукты 188,3.47382,2.84734,0.62648,0.02,92.93,B
Молочные продукты,Молочные продукты 479,2.38790,1.76150,0.62640,0.02,92.95,B
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 154,1.90710,1.28250,0.62460,0.02,92.97,B
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 213,2.23890,1.61555,0.62335,0.02,93.00,B
Мясо и мясопродукты,Мясо и мясопродукты 360,3.84304,3.21972,0.62332,0.02,93.02,B
Мясо и мясопродукты,Мясо и мясопродукты 21,1.59284,0.97063,0.62221,0.02,93.04,B
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 122,1.72224,1.10171,0.62053,0.02,93.06,B
Мясо и мясопродукты,Мясо и мясопродукты 447,2.41167,1.79218,0.61949,0.02,93.09,B
Молочные продукты,Молочные продукты 664,1.37417,0.75480,0.61937,0.02,93.11,B
Молочные продукты,Молочные продукты 633,2.30979,1.69092,0.61887,0.02,93.13,B
Молочные продукты,Молочные продукты 66,2.56136,1.94271,0.61865,0.02,93.16,B
Мясо и мясопродукты,Мясо и мясопродукты 99,1.42654,0.80800,0.61854,0.02,93.18,B
Производство,Производство 63,1.40950,0.79345,0.61605,0.02,93.20,B
Овощи и фрукты,Овощи и фрукты 112,1.38899,0.77317,0.61582,0.02,93.23,B
Молочные продукты,Молочные продукты 14,2.15318,1.53846,0.61472,0.02,93.25,B
Овощи и фрукты,Овощи и фрукты 233,1.19088,0.57675,0.61413,0.02,93.27,B
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 201,2.27992,1.66586,0.61406,0.02,93.29,B
Мясо и мясопродукты,Мясо и мясопродукты 162,1.21537,0.60225,0.61312,0.02,93.32,B
Молочные продукты,Молочные продукты 265,4.15352,3.54090,0.61262,0.02,93.34,B
Молочные продукты,Молочные продукты 598,1.78934,1.17780,0.61154,0.02,93.36,B
Молочные продукты,Молочные продукты 134,1.87766,1.26702,0.61064,0.02,93.39,B
Молочные продукты,Молочные продукты 544,1.40295,0.79985,0.60310,0.02,93.41,B
Молочные продукты,Молочные продукты 303,1.22264,0.61992,0.60272,0.02,93.43,B
Производство,Производство 62,1.36628,0.76380,0.60248,0.02,93.45,B
Мясо и мясопродукты,Мясо и мясопродукты 174,2.14089,1.53940,0.60149,0.02,93.47,B
Молочные продукты,Молочные продукты 223,2.80058,2.20024,0.60034,0.02,93.50,B
Молочные продукты,Молочные продукты 484,3.10602,2.50624,0.59978,0.02,93.52,B
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 182,1.92515,1.32571,0.59944,0.02,93.54,B
Производство,Производство 73,1.25382,0.65460,0.59922,0.02,93.56,B
Овощи и фрукты,Овощи и фрукты 159,1.64068,1.04160,0.59908,0.02,93.59,B
Молочные продукты,Молочные продукты 665,1.30892,0.71040,0.59852,0.02,93.61,B
Овощи и фрукты,Овощи и фрукты 48,1.71536,1.11800,0.59736,0.02,93.63,B
Мясо и мясопродукты,Мясо и мясопродукты 209,1.39394,0.79851,0.59543,0.02,93.65,B
Производство,Производство 65,1.69698,1.10208,0.59490,0.02,93.67,B
Производство,Производство 54,1.43332,0.84000,0.59332,0.02,93.70,B
Молочные продукты,Молочные продукты 155,2.31492,1.72224,0.59268,0.02,93.72,B
Мясо и мясопродукты,Мясо и мясопродукты 362,7.86837,7.27642,0.59195,0.02,93.74,B
Овощи и фрукты,Овощи и фрукты 328,1.88975,1.29800,0.59175,0.02,93.76,B
Молочные продукты,Молочные продукты 338,2.02166,1.43000,0.59166,0.02,93.78,B
Молочные продукты,Молочные продукты 402,1.67728,1.08604,0.59124,0.02,93.81,B
Овощи и фрукты,Овощи и фрукты 57,1.02858,0.43890,0.58968,0.02,93.83,B
Мясо и мясопродукты,Мясо и мясопродукты 347,2.53006,1.94047,0.58959,0.02,93.85,B
Производство,Производство 96,1.19898,0.61056,0.58842,0.02,93.87,B
Молочные продукты,Молочные продукты 164,4.71643,4.12896,0.58747,0.02,93.89,B
Производство,Производство 82,1.07012,0.48384,0.58628,0.02,93.92,B
Молочные продукты,Молочные продукты 50,2.15140,1.56525,0.58615,0.02,93.94,B
Молочные продукты,Молочные продукты 317,5.44035,4.85520,0.58515,0.02,93.96,B
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 328,1.66803,1.08300,0.58503,0.02,93.98,B
Овощи и фрукты,Овощи и фрукты 37,1.90163,1.31703,0.58460,0.02,94.00,B
Молочные продукты,Молочные продукты 46,1.93091,1.35034,0.58057,0.02,94.02,B
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 82,1.71798,1.13750,0.58048,0.02,94.05,B
Молочные продукты,Молочные продукты 511,1.61167,1.03142,0.58025,0.02,94.07,B
Молочные продукты,Молочные продукты 468,1.57581,0.99655,0.57926,0.02,94.09,B
Мясо и мясопродукты,Мясо и мясопродукты 473,4.01873,3.44043,0.57830,0.02,94.11,B
Овощи и фрукты,Овощи и фрукты 363,1.47359,0.90000,0.57359,0.02,94.13,B
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 151,3.07741,2.50568,0.57173,0.02,94.15,B
Молочные продукты,Молочные продукты 361,3.46837,2.89819,0.57018,0.02,94.17,B
Молочные продукты,Молочные продукты 74,2.53921,1.96915,0.57006,0.02,94.20,B
Молочные продукты,Молочные продукты 79,2.17907,1.61031,0.56876,0.02,94.22,B
Молочные продукты,Молочные продукты 485,1.93981,1.37268,0.56713,0.02,94.24,B
Молочные продукты,Молочные продукты 105,2.15739,1.59088,0.56651,0.02,94.26,B
Мясо и мясопродукты,Мясо и мясопродукты 74,1.50149,0.93656,0.56493,0.02,94.28,B
Овощи и фрукты,Овощи и фрукты 271,1.78233,1.21744,0.56489,0.02,94.30,B
Молочные продукты,Молочные продукты 532,1.95511,1.39050,0.56461,0.02,94.32,B
Мясо и мясопродукты,Мясо и мясопродукты 391,1.33863,0.77449,0.56414,0.02,94.34,B
Молочные продукты,Молочные продукты 36,1.73772,1.17384,0.56388,0.02,94.36,B
Овощи и фрукты,Овощи и фрукты 199,2.75659,2.19584,0.56075,0.02,94.38,B
Мясо и мясопродукты,Мясо и мясопродукты 351,1.88937,1.32912,0.56025,0.02,94.41,B
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 125,1.87851,1.31843,0.56008,0.02,94.43,B
Мясо и мясопродукты,Мясо и мясопродукты 92,2.12799,1.56800,0.55999,0.02,94.45,B
Овощи и фрукты,Овощи и фрукты 222,1.50611,0.94621,0.55990,0.02,94.47,B
Молочные продукты,Молочные продукты 723,2.36779,1.80972,0.55807,0.02,94.49,B
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 111,1.79047,1.23521,0.55526,0.02,94.51,B
Молочные продукты,Молочные продукты 305,1.63399,1.07892,0.55507,0.02,94.53,B
Овощи и фрукты,Овощи и фрукты 140,1.20238,0.64878,0.55360,0.02,94.55,B
Мясо и мясопродукты,Мясо и мясопродукты 111,1.72364,1.17075,0.55289,0.02,94.57,B
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 186,1.67245,1.12050,0.55195,0.02,94.59,B
Овощи и фрукты,Овощи и фрукты 209,1.61036,1.06048,0.54988,0.02,94.61,B
Молочные продукты,Молочные продукты 366,1.92714,1.37800,0.54914,0.02,94.63,B
Молочные продукты,Молочные продукты 153,2.12761,1.57872,0.54889,0.02,94.65,B
Молочные продукты,Молочные продукты 151,2.20787,1.66139,0.54648,0.02,94.67,B
Мясо и мясопродукты,Мясо и мясопродукты 46,1.55895,1.01268,0.54627,0.02,94.69,B
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 101,2.59812,2.05200,0.54612,0.02,94.71,B
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 187,1.72486,1.18030,0.54456,0.02,94.73,B
Овощи и фрукты,Овощи и фрукты 91,1.50655,0.96200,0.54455,0.02,94.75,B
Мясо и мясопродукты,Мясо и мясопродукты 47,1.61836,1.07462,0.54374,0.02,94.77,B
Молочные продукты,Молочные продукты 165,1.87056,1.32768,0.54288,0.02,94.79,B
Молочные продукты,Молочные продукты 502,1.36693,0.82600,0.54093,0.02,94.81,B
Молочные продукты,Молочные продукты 382,1.20689,0.66649,0.54040,0.02,94.83,B
Молочные продукты,Молочные продукты 623,2.67464,2.13452,0.54012,0.02,94.85,B
Мясо и мясопродукты,Мясо и мясопродукты 114,1.37444,0.83507,0.53937,0.02,94.87,B
Мясо и мясопродукты,Мясо и мясопродукты 415,2.01897,1.47988,0.53909,0.02,94.89,B
Молочные продукты,Молочные продукты 157,2.66460,2.12560,0.53900,0.02,94.91,B
Мясо и мясопродукты,Мясо и мясопродукты 98,1.67078,1.13360,0.53718,0.02,94.93,B
Молочные продукты,Молочные продукты 297,2.07700,1.54475,0.53225,0.02,94.95,B
Молочные продукты,Молочные продукты 591,1.62318,1.09143,0.53175,0.02,94.97,B
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 315,2.64220,2.11200,0.53020,0.02,94.99,B
Молочные продукты,Молочные продукты 450,2.38814,1.85848,0.52966,0.02,95.01,C
Молочные продукты,Молочные продукты 659,1.00364,0.47675,0.52689,0.02,95.03,C
Молочные продукты,Молочные продукты 734,2.41344,1.88659,0.52685,0.02,95.05,C
Молочные продукты,Молочные продукты 730,2.10520,1.58000,0.52520,0.02,95.07,C
Мясо и мясопродукты,Мясо и мясопродукты 317,3.66708,3.14424,0.52284,0.02,95.09,C
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 112,2.11659,1.59432,0.52227,0.02,95.11,C
Овощи и фрукты,Овощи и фрукты 256,2.61435,2.09355,0.52080,0.02,95.13,C
Молочные продукты,Молочные продукты 584,1.89386,1.37400,0.51986,0.02,95.15,C
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 191,1.59870,1.08000,0.51870,0.02,95.17,C
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 40,1.62421,1.10586,0.51835,0.02,95.19,C
Молочные продукты,Молочные продукты 26,2.23441,1.71628,0.51813,0.02,95.21,C
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 166,2.30958,1.79265,0.51693,0.02,95.23,C
Мясо и мясопродукты,Мясо и мясопродукты 361,1.42143,0.90507,0.51636,0.02,95.25,C
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 198,1.77532,1.25913,0.51619,0.02,95.27,C
Мясо и мясопродукты,Мясо и мясопродукты 465,1.62393,1.10832,0.51561,0.02,95.28,C
Молочные продукты,Молочные продукты 561,0.99338,0.47850,0.51488,0.02,95.30,C
Молочные продукты,Молочные продукты 596,0.89704,0.38224,0.51480,0.02,95.32,C
Овощи и фрукты,Овощи и фрукты 148,1.06852,0.55840,0.51012,0.02,95.34,C
Мясо и мясопродукты,Мясо и мясопродукты 139,0.86994,0.36036,0.50958,0.02,95.36,C
Молочные продукты,Молочные продукты 332,5.66672,5.15746,0.50926,0.02,95.38,C
Молочные продукты,Молочные продукты 201,2.74637,2.23880,0.50757,0.02,95.40,C
Овощи и фрукты,Овощи и фрукты 215,1.08874,0.58196,0.50678,0.02,95.42,C
Производство,Производство 68,1.07588,0.57024,0.50564,0.02,95.44,C
Производство,Производство 33,1.09521,0.58980,0.50541,0.02,95.45,C
Мясо и мясопродукты,Мясо и мясопродукты 186,1.97393,1.47146,0.50247,0.02,95.47,C
Молочные продукты,Молочные продукты 275,2.54077,2.04121,0.49956,0.02,95.49,C
Молочные продукты,Молочные продукты 476,1.96056,1.46118,0.49938,0.02,95.51,C
Овощи и фрукты,Овощи и фрукты 63,1.95729,1.45800,0.49929,0.02,95.53,C
Молочные продукты,Молочные продукты 130,2.37270,1.87362,0.49908,0.02,95.55,C
Молочные продукты,Молочные продукты 529,1.74431,1.24650,0.49781,0.02,95.57,C
Молочные продукты,Молочные продукты 68,3.58932,3.09386,0.49546,0.02,95.58,C
Овощи и фрукты,Овощи и фрукты 253,2.28032,1.78519,0.49513,0.02,95.60,C
Молочные продукты,Молочные продукты 248,5.31964,4.82484,0.49480,0.02,95.62,C
Молочные продукты,Молочные продукты 73,1.42696,0.93288,0.49408,0.02,95.64,C
Молочные продукты,Молочные продукты 200,2.88312,2.38929,0.49383,0.02,95.66,C
Молочные продукты,Молочные продукты 492,1.99964,1.50599,0.49365,0.02,95.68,C
Молочные продукты,Молочные продукты 381,1.09790,0.60590,0.49200,0.02,95.69,C
Овощи и фрукты,Овощи и фрукты 325,5.96971,5.47830,0.49141,0.02,95.71,C
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 28,2.10254,1.61208,0.49046,0.02,95.73,C
Молочные продукты,Молочные продукты 600,1.18283,0.69384,0.48899,0.02,95.75,C
Овощи и фрукты,Овощи и фрукты 157,1.52223,1.03446,0.48777,0.02,95.77,C
Молочные продукты,Молочные продукты 141,1.40517,0.91854,0.48663,0.02,95.79,C
Молочные продукты,Молочные продукты 86,2.33238,1.84721,0.48517,0.02,95.80,C
Мясо и мясопродукты,Мясо и мясопродукты 462,4.86226,4.37840,0.48386,0.02,95.82,C
Мясо и мясопродукты,Мясо и мясопродукты 259,1.47355,0.99000,0.48355,0.02,95.84,C
Мясо и мясопродукты,Мясо и мясопродукты 488,0.95122,0.46800,0.48322,0.02,95.86,C
Овощи и фрукты,Овощи и фрукты 20,1.47311,0.99093,0.48218,0.02,95.88,C
Овощи и фрукты,Овощи и фрукты 22,1.23660,0.75777,0.47883,0.02,95.89,C
Овощи и фрукты,Овощи и фрукты 13,1.16956,0.69264,0.47692,0.02,95.91,C
Молочные продукты,Молочные продукты 56,1.18251,0.70682,0.47569,0.02,95.93,C
Мясо и мясопродукты,Мясо и мясопродукты 237,0.91195,0.43875,0.47320,0.02,95.95,C
Молочные продукты,Молочные продукты 406,1.38933,0.91644,0.47289,0.02,95.96,C
Овощи и фрукты,Овощи и фрукты 314,1.05699,0.58420,0.47279,0.02,95.98,C
Молочные продукты,Молочные продукты 52,1.68454,1.21339,0.47115,0.02,96.00,C
Молочные продукты,Молочные продукты 225,1.17595,0.70530,0.47065,0.02,96.02,C
Овощи и фрукты,Овощи и фрукты 40,1.13331,0.66300,0.47031,0.02,96.03,C
Молочные продукты,Молочные продукты 499,2.11288,1.64269,0.47019,0.02,96.05,C
Молочные продукты,Молочные продукты 372,0.97592,0.50672,0.46920,0.02,96.07,C
Мясо и мясопродукты,Мясо и мясопродукты 433,1.44102,0.97248,0.46854,0.02,96.09,C
Овощи и фрукты,Овощи и фрукты 5,1.40841,0.93996,0.46845,0.02,96.10,C
Овощи и фрукты,Овощи и фрукты 52,1.71370,1.24583,0.46787,0.02,96.12,C
Мясо и мясопродукты,Мясо и мясопродукты 91,0.83841,0.37138,0.46703,0.02,96.14,C
Молочные продукты,Молочные продукты 220,1.99688,1.53055,0.46633,0.02,96.16,C
Молочные продукты,Молочные продукты 331,3.65057,3.18497,0.46560,0.02,96.17,C
Производство,Производство 64,1.04066,0.57516,0.46550,0.02,96.19,C
Производство,Производство 76,1.04927,0.58410,0.46517,0.02,96.21,C
Мясо и мясопродукты,Мясо и мясопродукты 17,0.98484,0.51975,0.46509,0.02,96.22,C
Молочные продукты,Молочные продукты 3,1.94553,1.48083,0.46470,0.02,96.24,C
Овощи и фрукты,Овощи и фрукты 227,1.50211,1.03766,0.46445,0.02,96.26,C
Овощи и фрукты,Овощи и фрукты 213,1.15989,0.69700,0.46289,0.02,96.28,C
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 320,2.60072,2.13900,0.46172,0.02,96.29,C
Овощи и фрукты,Овощи и фрукты 317,1.06036,0.59904,0.46132,0.02,96.31,C
Молочные продукты,Молочные продукты 719,2.19960,1.73880,0.46080,0.02,96.33,C
Молочные продукты,Молочные продукты 140,1.31050,0.85050,0.46000,0.02,96.35,C
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 80,1.59159,1.13183,0.45976,0.02,96.36,C
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 192,1.34693,0.89106,0.45587,0.02,96.38,C
Производство,Производство 50,3.77189,3.31702,0.45487,0.02,96.40,C
Производство,Производство 74,0.94485,0.49095,0.45390,0.02,96.41,C
Овощи и фрукты,Овощи и фрукты 166,1.37344,0.92000,0.45344,0.02,96.43,C
Мясо и мясопродукты,Мясо и мясопродукты 445,2.03917,1.58594,0.45323,0.02,96.45,C
Мясо и мясопродукты,Мясо и мясопродукты 468,4.41898,3.96656,0.45242,0.02,96.46,C
Молочные продукты,Молочные продукты 356,2.62103,2.17090,0.45013,0.02,96.48,C
Молочные продукты,Молочные продукты 205,1.89877,1.44936,0.44941,0.02,96.50,C
Мясо и мясопродукты,Мясо и мясопродукты 135,0.73816,0.28884,0.44932,0.02,96.51,C
Овощи и фрукты,Овощи и фрукты 316,0.99314,0.54412,0.44902,0.02,96.53,C
Молочные продукты,Молочные продукты 128,1.88046,1.43211,0.44835,0.02,96.55,C
Молочные продукты,Молочные продукты 578,2.20908,1.76273,0.44635,0.02,96.56,C
Овощи и фрукты,Овощи и фрукты 116,0.81701,0.37180,0.44521,0.02,96.58,C
Молочные продукты,Молочные продукты 666,1.39003,0.94500,0.44503,0.02,96.60,C
Овощи и фрукты,Овощи и фрукты 273,1.87975,1.43562,0.44413,0.02,96.61,C
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 30,1.45867,1.01540,0.44327,0.02,96.63,C
Овощи и фрукты,Овощи и фрукты 235,0.98602,0.54400,0.44202,0.02,96.65,C
Молочные продукты,Молочные продукты 364,2.24759,1.80562,0.44197,0.02,96.66,C
Мясо и мясопродукты,Мясо и мясопродукты 277,0.95594,0.51528,0.44066,0.02,96.68,C
Производство,Производство 1,1.16344,0.72688,0.43656,0.02,96.70,C
Молочные продукты,Молочные продукты 359,3.21564,2.77920,0.43644,0.02,96.71,C
Молочные продукты,Молочные продукты 347,3.22415,2.78827,0.43588,0.02,96.73,C
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 199,2.72995,2.29410,0.43585,0.02,96.74,C
Молочные продукты,Молочные продукты 148,2.97708,2.54175,0.43533,0.02,96.76,C
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 286,1.74070,1.30848,0.43222,0.02,96.78,C
Производство,Производство 34,0.99952,0.56980,0.42972,0.02,96.79,C
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 197,1.53375,1.10450,0.42925,0.02,96.81,C
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 250,2.35416,1.92500,0.42916,0.02,96.82,C
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 165,1.29580,0.86680,0.42900,0.02,96.84,C
Молочные продукты,Молочные продукты 427,1.42679,0.99841,0.42838,0.02,96.86,C
Молочные продукты,Молочные продукты 142,1.24432,0.81648,0.42784,0.02,96.87,C
Молочные продукты,Молочные продукты 549,1.69679,1.26974,0.42705,0.02,96.89,C
Производство,Производство 3,1.36175,0.93555,0.42620,0.02,96.90,C
Мясо и мясопродукты,Мясо и мясопродукты 45,0.94558,0.51975,0.42583,0.02,96.92,C
Молочные продукты,Молочные продукты 98,1.65573,1.23030,0.42543,0.02,96.93,C
Мясо и мясопродукты,Мясо и мясопродукты 492,3.90521,3.48054,0.42467,0.02,96.95,C
Мясо и мясопродукты,Мясо и мясопродукты 407,1.30364,0.88001,0.42363,0.02,96.97,C
Молочные продукты,Молочные продукты 47,1.39437,0.97174,0.42263,0.02,96.98,C
Молочные продукты,Молочные продукты 599,1.01192,0.59368,0.41824,0.02,97.00,C
Молочные продукты,Молочные продукты 101,1.70871,1.29249,0.41622,0.02,97.01,C
Хлеб и хлебобулочные изд,Хлеб и хлебобулочные изд 238,1.68268,1.26750,0.41518,0.02,97.03,C
Овощи и фрукты,Овощи и фрукты 146,1.76341,1.34836,0.41505,0.02,97.04,C
Молочные продукты,Молочные продукты 285,1.68496,1.27032,0.41464,0.02,97.06,C
Овощи и фрукты,Овощи и фрукты 204,1.29071,0.87735,0.41336,0.02,97.07,C
